index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
661,23920,359,-45,-57,1,0,1,0,0,0,0,0,5000,5000,0,0,1,0
662,65240,1008,73,39,4,3,1,0,0,0,0,0,2500,1000,0,1,1,0
663,49070,587,28,-20,2,1,1,0,0,0,0,0,2400,2000,0,1,1,0
664,122820,1191,-39,-40,1,0,1,0,0,0,0,0,3000,3000,0,1,1,0
665,132520,1174,-31,-39,1,1,0,0,0,0,0,0,200,200,0,1,1,0
666,25710,258,-74,-74,1,0,1,0,0,0,0,0,7000,7000,0,1,0,0
667,17700,174,-81,-81,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
668,72300,155,-14,-82,1,0,1,0,0,0,0,0,5000,5000,0,0,0,0
669,16960,130,-56,-34,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
670,87700,935,-53,-49,2,1,1,0,0,0,0,0,1600,1000,0,0,1,0
671,118860,1122,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
672,102710,1159,-11,5,1,1,0,0,0,0,0,0,400,400,0,0,1,0
673,95050,860,-16,-22,2,0,2,0,0,0,0,0,5000,3000,0,0,1,0
674,182210,1766,63,63,6,1,5,0,0,0,0,0,17800,7000,0,0,1,0
675,95020,859,-20,-25,1,1,0,0,0,0,0,0,600,600,0,0,1,0
676,29290,235,-20,24,1,1,0,0,0,0,0,0,500,500,0,0,0,0
677,11440,121,-68,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,26800,94,-18,-49,1,0,1,0,0,0,0,0,3000,3000,0,0,0,0
679,43650,334,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,154830,1252,33,11,2,2,0,0,0,0,0,0,1100,700,0,0,1,0
681,121720,1170,1,2,1,0,1,0,0,0,0,0,5000,5000,0,1,1,0
682,111950,997,-8,-13,4,3,1,0,0,0,0,0,4400,3000,0,1,1,0
683,190960,1651,58,45,2,0,2,0,0,0,0,0,11000,9000,0,1,1,0
684,95620,996,-26,-17,0,0,0,0,0,0,0,0,0,0,0,1,1,0
685,133430,1074,5,-9,6,2,4,0,0,0,0,0,16700,8000,0,1,1,0
686,253510,2069,98,76,4,2,2,0,0,0,0,0,7100,4000,0,1,1,0
687,121870,935,-15,-26,2,2,0,0,0,0,0,0,900,500,0,1,1,0
688,148160,1282,1,0,2,2,0,0,0,0,0,0,1300,900,0,1,1,0
689,156780,1301,10,6,4,3,1,0,0,0,0,0,4700,3000,0,1,1,0
690,23000,157,-28,-17,1,0,1,0,0,0,0,0,2000,2000,0,1,0,0
691,107100,1003,-28,-21,3,3,0,0,0,0,0,0,1600,600,0,0,1,0
692,127110,1140,-12,-9,3,1,1,1,0,0,0,0,22600,20000,1,0,1,0
693,163510,1534,13,23,2,0,1,1,0,0,0,0,72000,70000,1,0,1,0
694,134890,1411,-10,9,1,0,1,0,0,0,0,0,6000,6000,1,0,1,0
695,306400,2522,112,98,3,2,0,1,0,0,0,0,31000,30000,1,1,1,1
696,83490,898,-49,-37,2,1,0,0,1,0,0,0,100300,100000,1,1,1,1
697,92760,967,-42,-31,5,3,1,1,0,0,0,0,65800,60000,1,1,1,1
698,105810,958,-27,-26,3,1,2,0,0,0,0,0,14900,8000,1,1,1,0
699,128260,1235,-10,-5,1,0,1,0,0,0,0,0,1000,1000,1,1,1,0
700,95280,1031,-32,-21,2,1,1,0,0,0,0,0,3600,3000,0,0,1,0
701,186280,1921,39,51,3,1,1,1,0,0,0,0,72500,70000,1,0,1,0
702,195950,1913,38,40,4,3,1,0,0,0,0,0,2700,1000,1,0,1,0
703,117120,1095,-22,-24,3,2,1,0,0,0,0,0,5700,4000,1,0,1,0
704,273200,2387,89,71,2,1,1,0,0,0,0,0,3400,3000,0,1,1,0
705,121400,1063,-23,-29,2,0,2,0,0,0,0,0,8000,6000,0,1,1,0
706,200350,1668,43,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0
707,130940,1397,-14,-2,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
708,38450,343,26,85,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
709,12490,122,-59,-39,1,1,0,0,0,0,0,0,700,700,0,0,0,0
710,12380,126,-56,-35,1,0,0,1,0,0,0,0,70000,70000,1,0,0,0
711,12150,118,-52,-36,1,0,1,0,0,0,0,0,3000,3000,1,0,0,0
712,166220,1762,7,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0
713,265250,2852,64,84,2,0,1,1,0,0,0,0,23000,20000,1,0,1,0
714,162190,1702,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
715,127010,1388,-30,-22,3,0,3,0,0,0,0,0,9000,5000,1,0,1,0
716,229070,2597,30,51,2,0,0,2,0,0,0,0,100000,80000,1,0,1,0
717,167100,1690,-7,-6,1,0,1,0,0,0,0,0,7000,7000,1,0,1,0
718,132470,1552,-28,-16,5,2,2,1,0,0,0,0,54800,50000,1,0,1,0
719,254750,2932,50,66,1,0,1,0,0,0,0,0,2000,2000,1,0,1,0
720,151210,1727,-18,-12,4,1,2,1,0,0,0,0,31800,20000,1,0,1,0
721,118110,1660,-34,-15,1,0,1,0,0,0,0,0,2000,2000,1,0,1,0
722,118120,1716,-33,-14,1,0,0,1,0,0,0,0,20000,20000,1,0,1,0
723,185910,2451,8,24,8,4,4,0,0,0,0,0,11300,4000,1,0,1,0
724,197590,2804,20,44,8,8,0,0,0,0,0,0,4700,800,1,0,1,0
725,26780,345,18,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,9670,186,-59,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,9980,170,-54,-13,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
728,8760,133,-59,-33,1,1,0,0,0,0,0,0,600,600,0,0,0,0
729,7370,110,-63,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,4580,91,-72,-50,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
731,4610,78,-68,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,6040,112,-44,-24,2,1,1,0,0,0,0,0,2400,2000,0,0,0,0
733,68920,1004,-59,-51,3,0,2,1,0,0,0,0,66000,60000,1,0,1,0
734,134870,2096,-17,4,4,2,2,0,0,0,0,0,5100,3000,1,0,1,0
735,71650,1173,-53,-40,1,0,1,0,0,0,0,0,7000,7000,1,0,1,0
736,159910,2345,12,23,3,1,2,0,0,0,0,0,4400,3000,0,0,1,0
737,172530,2873,18,44,3,2,1,0,0,0,0,0,2300,1000,0,0,1,0
738,93120,1238,-32,-38,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
739,27830,190,-79,-90,4,0,4,0,0,0,0,0,19000,8000,0,0,1,0
740,44320,269,-64,-85,2,0,2,0,0,0,0,0,3000,2000,0,0,1,0
741,26830,192,-77,-88,1,1,0,0,0,0,0,0,600,600,0,0,1,0
742,29240,217,-71,-85,2,0,2,0,0,0,0,0,8000,5000,0,0,1,0
743,47740,276,-42,-76,4,1,3,0,0,0,0,0,7800,3000,0,0,1,0
744,36520,209,-55,-81,3,2,1,0,0,0,0,0,9800,9000,0,0,1,0
745,28360,181,-60,-80,2,1,1,0,0,0,0,0,3800,3000,0,0,1,0
746,29990,203,-55,-75,3,1,2,0,0,0,0,0,9400,6000,0,0,1,0
747,21060,106,-61,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
748,18240,87,-53,-72,2,1,1,0,0,0,0,0,2500,2000,0,0,1,0
749,33660,248,9,28,4,2,2,0,0,0,0,0,11100,8000,0,0,1,0
750,21670,132,-31,-34,3,2,1,0,0,0,0,0,3400,2000,0,0,1,0
751,5990,53,-42,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,6430,30,-33,-79,1,1,0,0,0,0,0,0,300,300,0,0,0,0
753,3020,19,-66,-85,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
754,23400,140,-20,-24,3,3,0,0,0,0,0,0,2000,800,0,0,1,0
755,45990,349,59,94,3,2,1,0,0,0,0,0,4200,3000,0,0,1,0
756,19570,153,-36,-21,1,1,0,0,0,0,0,0,700,700,0,0,1,0
757,32550,167,17,-8,9,5,4,0,0,0,0,0,13200,6000,0,0,1,0
758,53860,346,96,96,5,1,4,0,0,0,0,0,13700,9000,0,1,1,0
759,37810,238,26,23,6,5,1,0,0,0,0,0,5400,2000,0,1,1,0
760,10130,133,-67,-32,1,0,1,0,0,0,0,0,2000,2000,0,1,1,0
761,57860,383,95,92,2,1,1,0,0,0,0,0,4700,4000,0,1,1,0
762,42470,326,26,42,2,2,0,0,0,0,0,0,1200,700,0,1,1,0
763,42840,248,24,5,3,0,3,0,0,0,0,0,4000,2000,0,1,1,0
764,13060,81,96,-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0
765,15930,177,-57,-29,2,1,1,0,0,0,0,0,2600,2000,0,1,1,0
766,60340,495,68,96,5,3,2,0,0,0,0,0,12500,8000,0,1,1,0
767,39690,416,6,56,2,1,1,0,0,0,0,0,1700,1000,0,1,1,0
768,32930,271,-16,-7,1,0,1,0,0,0,0,0,3000,3000,0,1,1,0
769,18210,150,-54,-51,3,1,2,0,0,0,0,0,7700,5000,0,0,1,0
770,24790,236,-31,-17,1,1,0,0,0,0,0,0,600,600,0,0,1,0
771,43490,352,26,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0
772,10850,131,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,3770,50,-47,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,3650,41,-44,-46,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
775,8380,47,-78,-85,1,0,1,0,0,0,0,0,6000,6000,0,0,1,0
776,61110,439,86,62,4,4,0,0,0,0,0,0,1600,600,0,1,1,0
777,39880,342,15,21,3,1,2,0,0,0,0,0,2800,1000,0,1,1,0
778,19170,158,-44,-46,2,1,1,0,0,0,0,0,4500,4000,0,1,1,0
779,17750,151,-49,-48,1,1,0,0,0,0,0,0,400,400,0,0,1,0
780,41740,331,37,29,2,2,0,0,0,0,0,0,1100,700,0,0,1,0
781,35800,341,16,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0
782,48820,446,57,75,5,4,1,0,0,0,0,0,3900,2000,0,1,1,1
783,29470,347,-14,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1
784,23050,202,-33,-32,4,2,2,0,0,0,0,0,5100,3000,0,1,1,1
785,37820,347,16,24,3,2,1,0,0,0,0,0,4000,3000,0,1,1,0
786,33800,316,-5,2,2,1,1,0,0,0,0,0,3400,3000,0,1,1,0
787,13830,145,-58,-51,3,2,1,0,0,0,0,0,3900,3000,0,0,1,0
788,46170,404,53,45,1,1,0,0,0,0,0,0,700,700,0,0,1,0
789,35510,313,8,3,1,1,0,0,0,0,0,0,500,500,0,0,1,0
790,31040,322,-10,1,5,2,3,0,0,0,0,0,9000,4000,0,0,1,0
791,47690,518,42,63,6,4,2,0,0,0,0,0,7400,3000,0,0,1,0
792,28130,347,-19,3,3,2,1,0,0,0,0,0,3100,2000,0,0,1,0
793,4760,94,-23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,3860,77,-38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,2210,34,-64,-51,2,1,1,0,0,0,0,0,3400,3000,0,0,0,0
796,12610,157,-61,-52,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
797,39390,460,27,50,6,5,1,0,0,0,0,0,4800,2000,0,0,1,0
798,19630,295,-40,-11,3,2,1,0,0,0,0,0,8300,7000,0,0,1,0
799,26130,260,-15,-21,6,3,3,0,0,0,0,0,7700,3000,0,0,1,0
800,19420,279,-35,-13,4,3,1,0,0,0,0,0,2800,1000,0,0,1,0
801,18960,178,-38,-47,3,2,1,0,0,0,0,0,5800,5000,0,0,1,0
802,26290,104,-6,-67,5,2,2,1,0,0,0,0,25300,20000,1,1,1,0
803,18580,121,-31,-59,2,2,0,0,0,0,0,0,1200,800,1,1,1,0
804,9130,68,-64,-75,3,2,1,0,0,0,0,0,2000,1000,1,1,1,0
805,6340,18,10,-70,2,1,1,0,0,0,0,0,9300,9000,0,1,0,0
806,1200,15,-79,-74,0,0,0,0,0,0,0,0,0,0,0,1,0,0
807,1020,10,-81,-82,0,0,0,0,0,0,0,0,0,0,0,1,0,0
808,2360,16,-54,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,1070,17,-73,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,500,7,-83,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,340,6,-87,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,100,4,-96,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,720,2,-62,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,950,4,-40,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,430,3,-71,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,290,3,-67,-92,1,0,1,0,0,0,0,0,3000,3000,0,0,0,0
817,3330,37,-42,-39,2,2,0,0,0,0,0,0,1200,900,0,0,0,0
818,11740,46,-90,-96,1,0,1,0,0,0,0,0,4000,4000,0,0,1,0
819,850,6,-85,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,5240,18,-96,-96,1,1,0,0,0,0,0,0,600,600,0,0,1,0
821,17910,86,-85,-79,4,0,4,0,0,0,0,0,12000,6000,0,0,1,0
822,145440,358,-3,-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0
823,67480,141,-10,-44,3,2,1,0,0,0,0,0,2800,2000,0,1,0,0
824,239660,501,60,3,1,0,1,0,0,0,0,0,8000,8000,0,1,1,0
825,229690,485,45,0,4,3,1,0,0,0,0,0,2500,1000,0,1,1,0
826,49410,74,-33,-69,2,0,2,0,0,0,0,0,6000,3000,0,1,0,0
827,197620,406,19,-16,0,0,0,0,0,0,0,0,0,0,0,1,1,0
828,68200,137,-5,-38,0,0,0,0,0,0,0,0,0,0,0,1,0,0
829,53380,108,-13,-8,3,2,1,0,0,0,0,0,1700,1000,0,1,0,0
830,179710,274,5,-42,4,3,1,0,0,0,0,0,3000,2000,0,1,1,0
831,29650,93,-51,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
832,111510,169,-36,-63,2,0,2,0,0,0,0,0,5000,3000,0,1,1,0
833,18400,46,-68,-60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
834,6980,30,-87,-72,0,0,0,0,0,0,0,0,0,0,0,1,0,0
835,13120,19,-73,-81,0,0,0,0,0,0,0,0,0,0,0,1,0,0
836,9050,17,-79,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,15400,24,-59,-69,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
838,38800,38,17,-45,2,1,1,0,0,0,0,0,1700,1000,0,0,0,0
839,104210,185,-39,-56,2,2,0,0,0,0,0,0,500,300,0,0,1,0
840,73930,94,-55,-76,1,0,1,0,0,0,0,0,1000,1000,0,0,1,0
841,42300,55,37,-10,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
842,178220,371,13,7,2,2,0,0,0,0,0,0,800,400,0,0,1,0
843,121520,247,-25,-26,1,1,0,0,0,0,0,0,400,400,0,1,1,0
844,22270,53,-23,-3,1,0,1,0,0,0,0,0,4000,4000,0,1,0,0
845,254510,417,61,35,2,2,0,0,0,0,0,0,500,300,0,1,1,0
846,180530,324,7,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
847,24750,62,-1,28,1,0,1,0,0,0,0,0,2000,2000,0,1,0,0
848,362360,575,122,93,4,2,2,0,0,0,0,0,10400,7000,0,1,1,1
849,140610,254,-20,-17,1,1,0,0,0,0,0,0,800,800,0,1,1,1
850,26720,53,21,21,1,0,1,0,0,0,0,0,1000,1000,0,1,0,1
851,211440,403,24,38,4,2,2,0,0,0,0,0,7300,4000,0,1,1,0
852,189170,371,9,22,1,0,1,0,0,0,0,0,1000,1000,0,1,1,0
853,232470,361,28,11,3,2,1,0,0,0,0,0,4000,3000,0,1,1,0
854,240350,458,24,34,4,3,1,0,0,0,0,0,3000,2000,0,1,1,0
855,40820,78,87,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0
856,19790,43,-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
857,11230,26,-56,-41,0,0,0,0,0,0,0,0,0,0,0,1,0,0
858,19120,36,-24,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859,12120,24,-54,-49,1,1,0,0,0,0,0,0,300,300,0,1,0,0
860,147570,259,-30,-31,3,2,1,0,0,0,0,0,2000,1000,0,1,1,0
861,140890,230,-32,-37,2,2,0,0,0,0,0,0,600,400,0,0,1,0
862,16210,44,-37,-6,1,0,1,0,0,0,0,0,9000,9000,0,0,0,0
863,122030,211,-42,-42,1,1,0,0,0,0,0,0,500,500,0,0,1,0
864,154470,263,-21,-24,3,1,2,0,0,0,0,0,8400,6000,0,0,1,0
865,54980,115,-72,-66,1,1,0,0,0,0,0,0,600,600,0,0,1,0
866,103460,208,-37,-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0
867,85240,140,-47,-51,1,1,0,0,0,0,0,0,200,200,0,0,1,0
868,39890,66,69,39,1,1,0,0,0,0,0,0,400,400,0,0,0,0
869,120690,150,-18,-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
870,70740,154,-50,-36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
871,82480,172,-34,-21,1,0,1,0,0,0,0,0,1000,1000,0,0,1,0
872,161390,314,49,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0
873,101050,213,-8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
874,60100,94,-43,-52,2,2,0,0,0,0,0,0,1000,800,0,0,1,0
875,82460,154,-17,-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0
876,65320,128,-29,-25,1,1,0,0,0,0,0,0,800,800,0,0,1,0
877,18870,47,-19,-3,2,1,1,0,0,0,0,0,4800,4000,0,0,0,0
878,21900,60,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,20700,37,-9,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,51950,144,-44,-17,2,0,2,0,0,0,0,0,3000,2000,0,0,1,0
881,129190,278,47,67,4,1,3,0,0,0,0,0,13500,8000,0,0,1,0
882,125340,292,35,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0
883,48630,126,-48,-35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
884,39660,86,80,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,101040,213,11,11,2,1,1,0,0,0,0,0,1700,1000,0,0,1,0
886,20090,74,-78,-62,0,0,0,0,0,0,0,0,0,0,0,0,1,0
887,105160,284,34,66,1,0,1,0,0,0,0,0,6000,6000,0,0,1,0
888,35200,93,-55,-48,1,0,1,0,0,0,0,0,5000,5000,0,0,1,0
889,22300,55,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,30650,80,38,66,1,1,0,0,0,0,0,0,500,500,0,0,0,0
891,20840,52,-14,-3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,29560,112,22,103,0,0,0,0,0,0,0,0,0,0,0,1,0,1
893,28210,83,8,30,1,0,1,0,0,0,0,0,3000,3000,0,1,0,0
894,14350,36,-47,-47,0,0,0,0,0,0,0,0,0,0,0,1,0,0
895,32830,85,33,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0
896,66640,155,-13,-13,1,1,0,0,0,0,0,0,400,400,0,1,1,0
897,48440,76,86,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
898,26470,37,-8,-47,2,2,0,0,0,0,0,0,900,600,0,1,0,0
899,3430,18,-88,-74,0,0,0,0,0,0,0,0,0,0,0,1,0,0
900,12270,24,-52,-62,0,0,0,0,0,0,0,0,0,0,0,1,0,0
901,34050,68,38,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
902,28020,51,12,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,44790,57,74,-3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
904,68130,162,-9,-9,2,2,0,0,0,0,0,0,1000,600,0,1,1,0
905,107250,168,43,-8,0,0,0,0,0,0,0,0,0,0,0,1,1,0
906,72460,150,166,180,1,0,1,0,0,0,0,0,1000,1000,0,1,0,1
907,58410,113,84,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0
908,52000,134,44,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0
909,48590,134,28,84,1,0,0,1,0,0,0,0,20000,20000,1,1,0,1
910,19370,63,-49,-20,0,0,0,0,0,0,0,0,0,0,1,1,0,1
911,14770,48,-60,-41,0,0,0,0,0,0,0,0,0,0,1,1,0,1
912,15050,52,-61,-38,0,0,0,0,0,0,0,0,0,0,0,1,0,0
913,18800,67,-51,-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0
914,29500,92,-21,6,1,1,0,0,0,0,0,0,300,300,0,0,0,0
915,12950,41,-65,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,20730,48,-39,-46,1,1,0,0,0,0,0,0,400,400,0,0,0,0
917,41340,89,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,18410,30,-33,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,9490,26,-60,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,6370,34,-68,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,9430,44,-50,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,30130,82,65,57,3,3,0,0,0,0,0,0,500,200,0,0,0,0
923,12880,62,-35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,16480,44,-14,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,19040,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
926,15570,41,-16,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,20250,45,13,-10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
928,19030,46,20,0,1,0,1,0,0,0,0,0,9000,9000,0,1,0,0
929,21730,56,37,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,24550,62,44,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0
931,15300,29,-19,-45,0,0,0,0,0,0,0,0,0,0,0,1,0,0
932,32240,61,65,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933,27490,55,39,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
934,48650,73,-51,-51,0,0,0,0,0,0,0,0,0,0,0,1,0,0
935,147400,189,55,33,1,1,0,0,0,0,0,0,700,700,0,1,0,0
936,175660,251,76,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0
937,44730,79,-58,-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0
938,25510,60,-75,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,13960,36,-85,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,4760,35,-94,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,4790,21,-94,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,9550,24,-86,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,10100,23,-82,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,11620,23,-76,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,6910,25,-85,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,8960,28,-71,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,12760,26,-9,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,12620,37,16,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,7400,24,-23,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,9070,28,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,18250,67,95,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,11190,27,4,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,10760,28,-1,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0
954,11230,27,2,-32,0,0,0,0,0,0,0,0,0,0,0,1,0,0
955,12430,32,14,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,13080,42,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
957,14670,44,23,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
958,8110,29,-33,-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,9350,44,-20,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960,11500,30,-3,-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,7990,20,-34,-50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
962,7590,20,-31,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,6760,24,-37,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,6460,27,-37,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,19260,53,97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,14810,45,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,20020,49,88,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1
968,11400,50,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
969,11500,35,13,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,1
970,5250,66,-49,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0
971,19420,60,98,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
972,5250,66,-49,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0
973,19420,60,98,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
974,20060,57,87,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
975,7970,44,-32,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
976,10330,35,-11,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,18600,29,60,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,4120,23,-67,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,6790,17,-43,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,4910,25,-58,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,16410,32,51,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,8280,30,-27,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,3610,16,-69,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,3410,16,-66,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,7400,25,-12,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,6650,27,-21,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,5930,31,-26,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,7530,32,12,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,5170,19,-27,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,3760,22,-46,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,1160,20,-83,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,5400,39,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,1270,9,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,2870,22,-40,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,1600,11,-66,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,2720,23,-34,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,4310,29,15,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
